NroFactura;FechaFactura;IdCliente;MontoSinImp;Impuestos;MontoFactura
604;2014-05-14;82;250.45;66.57;317.02
605;2014-05-14;38;234.20;62.25;296.45
606;2014-05-14;4;250.45;66.57;317.02
607;2014-05-15;45;413.91;110.02;523.93
608;2014-05-15;58;263.83;70.13;333.96
609;2014-05-15;46;363.25;96.55;459.80
610;2014-05-15;32;473.18;125.77;598.95
611;2014-05-15;78;233.24;62.00;295.24
612;2014-05-15;43;568.77;151.18;719.95
613;2014-05-15;43;365.16;97.06;462.22
614;2014-05-15;75;500.90;133.14;634.04
615;2014-05-16;42;529.57;140.77;670.34
616;2014-05-16;76;748.47;198.96;947.43
617;2014-05-16;27;767.59;204.04;971.63
618;2014-05-16;33;386.19;102.65;488.84
619;2014-05-16;52;351.78;93.50;445.28
620;2014-05-17;40;165.38;43.95;209.33
621;2014-05-17;21;208.39;55.39;263.78
622;2014-05-17;91;329.79;87.66;417.45
623;2014-05-17;82;149.13;39.63;188.76
624;2014-05-17;36;826.86;219.79;1046.65
625;2014-05-17;13;297.29;79.02;376.31
626;2014-05-18;75;331.70;88.17;419.87
627;2014-05-18;96;567.81;150.93;718.74
628;2014-05-18;53;655.75;174.31;830.06
629;2014-05-18;33;746.56;198.45;945.01
630;2014-05-18;90;835.46;222.08;1057.54
631;2014-05-18;42;540.09;143.56;683.65
632;2014-05-18;30;242.80;64.54;307.34
633;2014-05-19;74;110.89;29.47;140.36
634;2014-05-19;101;196.92;52.34;249.26
635;2014-05-19;63;445.45;118.41;563.86
636;2014-05-19;107;348.91;92.74;441.65
637;2014-05-20;35;113.76;30.23;143.99
638;2014-05-20;44;855.54;227.41;1082.95
639;2014-05-20;72;496.12;131.87;627.99
640;2014-05-20;67;492.29;130.86;623.15
641;2014-05-20;7;237.07;63.01;300.08
642;2014-05-20;98;238.02;63.27;301.29
643;2014-05-20;63;832.59;221.32;1053.91
644;2014-05-20;3;376.63;100.11;476.74
645;2014-05-20;5;811.56;215.73;1027.29
646;2014-05-20;4;114.71;30.49;145.20
647;2014-05-21;17;125.23;33.28;158.51
648;2014-05-21;81;462.66;122.98;585.64
649;2014-05-21;46;220.82;58.69;279.51
650;2014-05-21;57;218.91;58.18;277.09
651;2014-05-21;38;326.92;86.90;413.82
652;2014-05-22;71;703.55;187.01;890.56
653;2014-05-23;29;148.17;39.38;187.55
654;2014-05-23;50;779.06;207.09;986.15
655;2014-05-23;6;278.17;73.94;352.11
656;2014-05-23;47;778.11;206.83;984.94
657;2014-05-23;32;364.20;96.81;461.01
658;2014-05-23;81;714.06;189.81;903.87
659;2014-05-23;9;473.18;125.77;598.95
660;2014-05-24;79;237.07;63.01;300.08
661;2014-05-24;82;247.58;65.81;313.39
662;2014-05-24;52;629.94;167.45;797.39
663;2014-05-25;44;116.62;31.00;147.62
664;2014-05-25;104;848.84;225.64;1074.48
665;2014-05-25;62;439.72;116.88;556.60
666;2014-05-25;3;593.62;157.79;751.41
667;2014-05-25;15;569.72;151.44;721.16
668;2014-05-25;21;248.54;66.06;314.60
669;2014-05-25;30;762.81;202.77;965.58
670;2014-05-25;42;541.04;143.82;684.86
671;2014-05-26;16;195.01;51.83;246.84
672;2014-05-26;16;379.50;100.87;480.37
673;2014-05-26;26;375.67;99.86;475.53
674;2014-05-26;73;326.92;86.90;413.82
675;2014-05-27;22;281.04;74.70;355.74
676;2014-05-27;53;566.85;150.68;717.53
677;2014-05-28;4;252.36;67.08;319.44
678;2014-05-28;35;501.85;133.40;635.25
679;2014-05-28;26;739.87;196.67;936.54
680;2014-05-28;13;251.41;66.82;318.23
681;2014-05-28;82;598.40;159.06;757.46
682;2014-05-29;55;125.23;33.28;158.51
683;2014-05-29;44;840.24;223.35;1063.59
684;2014-05-29;91;314.50;83.59;398.09
685;2014-05-29;103;693.03;184.22;877.25
686;2014-05-29;55;325.01;86.39;411.40
687;2014-05-30;69;858.40;228.18;1086.58
688;2014-05-30;30;402.44;106.97;509.41
689;2014-05-30;67;372.81;99.09;471.90
690;2014-05-31;14;643.33;171.00;814.33
691;2014-06-01;56;650.97;173.04;824.01
692;2014-06-01;59;677.74;180.15;857.89
693;2014-06-01;31;346.04;91.98;438.02
694;2014-06-01;45;848.84;225.64;1074.48
695;2014-06-02;80;770.46;204.80;975.26
696;2014-06-02;76;316.41;84.10;400.51
697;2014-06-02;70;642.37;170.75;813.12
698;2014-06-02;79;223.69;59.45;283.14
699;2014-06-02;4;562.07;149.41;711.48
700;2014-06-02;35;612.74;162.87;775.61
701;2014-06-02;41;430.16;114.34;544.50
702;2014-06-02;52;779.06;207.09;986.15
703;2014-06-03;5;165.38;43.95;209.33
704;2014-06-03;24;856.49;227.67;1084.16
705;2014-06-03;1;139.57;37.09;176.66
706;2014-06-04;32;192.14;51.07;243.21
707;2014-06-04;43;732.22;194.64;926.86
708;2014-06-04;90;416.78;110.78;527.56
709;2014-06-05;19;673.91;179.14;853.05
710;2014-06-05;104;488.47;129.84;618.31
711;2014-06-05;76;438.76;116.63;555.39
712;2014-06-05;52;800.09;212.68;1012.77
713;2014-06-05;77;469.35;124.76;594.11
714;2014-06-05;51;215.08;57.17;272.25
715;2014-06-06;20;423.47;112.56;536.03
716;2014-06-06;66;108.98;28.96;137.94
717;2014-06-06;17;798.18;212.17;1010.35
718;2014-06-06;63;423.47;112.56;536.03
719;2014-06-06;47;272.44;72.41;344.85
720;2014-06-06;45;100.37;26.68;127.05
721;2014-06-07;100;360.38;95.79;456.17
722;2014-06-07;28;428.25;113.83;542.08
723;2014-06-07;79;157.73;41.92;199.65
724;2014-06-07;51;546.78;145.34;692.12
725;2014-06-08;66;796.27;211.66;1007.93
726;2014-06-08;61;436.85;116.12;552.97
727;2014-06-08;62;574.50;152.71;727.21
728;2014-06-08;50;473.18;125.77;598.95
729;2014-06-08;68;626.12;166.43;792.55
730;2014-06-08;66;97.51;25.91;123.42
731;2014-06-09;72;215.08;57.17;272.25
732;2014-06-09;37;565.90;150.42;716.32
733;2014-06-09;77;445.45;118.41;563.86
734;2014-06-09;105;730.31;194.13;924.44
735;2014-06-10;83;217.95;57.93;275.88
736;2014-06-10;19;775.24;206.07;981.31
737;2014-06-10;103;632.81;168.21;801.02
738;2014-06-10;73;409.13;108.75;517.88
739;2014-06-10;93;657.66;174.82;832.48
740;2014-06-10;19;403.39;107.23;510.62
741;2014-06-11;92;472.22;125.52;597.74
742;2014-06-11;24;302.07;80.29;382.36
743;2014-06-11;53;351.78;93.50;445.28
744;2014-06-11;9;376.63;100.11;476.74
745;2014-06-11;65;524.79;139.50;664.29
746;2014-06-11;1;715.97;190.32;906.29
747;2014-06-11;42;193.10;51.32;244.42
748;2014-06-12;7;558.25;148.39;706.64
749;2014-06-12;70;240.89;64.03;304.92
750;2014-06-12;60;583.10;155.00;738.10
751;2014-06-12;92;333.61;88.68;422.29
752;2014-06-12;87;174.93;46.50;221.43
753;2014-06-13;51;569.72;151.44;721.16
754;2014-06-13;33;564.94;150.17;715.11
755;2014-06-13;91;433.98;115.36;549.34
756;2014-06-13;47;720.75;191.59;912.34
757;2014-06-13;35;663.40;176.34;839.74
758;2014-06-14;44;766.64;203.78;970.42
759;2014-06-14;95;588.84;156.52;745.36
760;2014-06-14;61;361.34;96.04;457.38
761;2014-06-14;67;646.19;171.77;817.96
762;2014-06-14;13;843.11;224.11;1067.22
763;2014-06-15;84;626.12;166.43;792.55
764;2014-06-15;17;500.90;133.14;634.04
765;2014-06-15;44;99.42;26.42;125.84
766;2014-06-16;17;766.64;203.78;970.42
767;2014-06-16;75;216.04;57.42;273.46
768;2014-06-16;60;646.19;171.77;817.96
769;2014-06-16;8;730.31;194.13;924.44
770;2014-06-16;23;755.17;200.73;955.90
771;2014-06-16;45;325.97;86.64;412.61
772;2014-06-17;35;732.22;194.64;926.86
773;2014-06-17;41;769.50;204.55;974.05
774;2014-06-17;48;382.36;101.64;484.00
775;2014-06-17;49;638.55;169.73;808.28
776;2014-06-17;72;272.44;72.41;344.85
777;2014-06-17;49;681.56;181.17;862.73
778;2014-06-18;82;359.42;95.54;454.96
779;2014-06-18;96;232.29;61.74;294.03
780;2014-06-19;19;716.93;190.57;907.50
781;2014-06-19;17;431.12;114.59;545.71
782;2014-06-19;47;835.46;222.08;1057.54
783;2014-06-19;37;462.66;122.98;585.64
784;2014-06-19;3;112.80;29.98;142.78
785;2014-06-19;23;753.25;200.23;953.48
786;2014-06-19;76;687.30;182.69;869.99
787;2014-06-19;82;188.32;50.05;238.37
788;2014-06-20;77;394.79;104.94;499.73
789;2014-06-20;49;800.09;212.68;1012.77
790;2014-06-20;96;289.64;76.99;366.63
791;2014-06-21;84;130.96;34.81;165.77
792;2014-06-21;86;732.22;194.64;926.86
793;2014-06-21;10;498.03;132.38;630.41
794;2014-06-21;101;268.61;71.40;340.01
795;2014-06-21;42;640.46;170.24;810.70
796;2014-06-21;1;137.65;36.59;174.24
797;2014-06-22;41;117.58;31.25;148.83
798;2014-06-22;29;303.03;80.54;383.57
799;2014-06-22;90;617.52;164.14;781.66
800;2014-06-23;41;131.92;35.06;166.98
801;2014-06-23;103;176.85;47.00;223.85
802;2014-06-23;15;757.08;201.24;958.32
803;2014-06-23;9;677.74;180.15;857.89
804;2014-06-24;12;177.80;47.26;225.06
805;2014-06-24;68;121.40;32.27;153.67
806;2014-06-24;33;433.98;115.36;549.34
807;2014-06-25;18;448.32;119.17;567.49
808;2014-06-25;34;341.26;90.71;431.97
809;2014-06-25;34;823.99;219.03;1043.02
810;2014-06-26;49;665.31;176.85;842.16
811;2014-06-26;66;172.07;45.73;217.80
812;2014-06-26;65;304.94;81.05;385.99
813;2014-06-27;16;164.42;43.70;208.12
814;2014-06-27;88;786.71;209.12;995.83
815;2014-06-27;20;363.25;96.55;459.80
816;2014-06-27;64;843.11;224.11;1067.22
817;2014-06-27;49;603.18;160.33;763.51
818;2014-06-27;23;650.97;173.04;824.01
819;2014-06-27;38;682.52;181.42;863.94
820;2014-06-27;66;767.59;204.04;971.63
821;2014-06-27;4;439.72;116.88;556.60
822;2014-06-27;23;437.81;116.37;554.18
823;2014-06-27;53;791.49;210.39;1001.88
824;2014-06-27;32;253.32;67.33;320.65
825;2014-06-28;28;830.68;220.81;1051.49
826;2014-06-29;40;614.65;163.38;778.03
827;2014-06-29;83;661.49;175.83;837.32
828;2014-06-29;22;529.57;140.77;670.34
829;2014-06-29;65;177.80;47.26;225.06
830;2014-06-29;100;583.10;155.00;738.10
831;2014-06-29;64;570.68;151.69;722.37
832;2014-06-29;26;472.22;125.52;597.74
833;2014-06-29;67;533.40;141.78;675.18
834;2014-06-30;29;615.60;163.64;779.24
835;2014-06-30;4;244.72;65.04;309.76
836;2014-06-30;13;387.14;102.91;490.05
837;2014-06-30;37;131.92;35.06;166.98
838;2014-06-30;70;738.92;196.41;935.33
839;2014-06-30;68;453.10;120.44;573.54
840;2014-06-30;106;524.79;139.50;664.29
841;2014-07-01;17;471.26;125.27;596.53
842;2014-07-01;38;326.92;86.90;413.82
843;2014-07-02;98;122.36;32.52;154.88
844;2014-07-02;54;422.51;112.31;534.82
845;2014-07-02;79;594.57;158.05;752.62
846;2014-07-02;77;830.68;220.81;1051.49
847;2014-07-02;22;380.45;101.13;481.58
848;2014-07-02;51;396.70;105.45;502.15
849;2014-07-02;56;722.67;192.09;914.76
850;2014-07-02;10;173.98;46.24;220.22
851;2014-07-02;67;755.17;200.73;955.90
852;2014-07-03;6;585.97;155.76;741.73
853;2014-07-03;98;684.43;181.93;866.36
854;2014-07-03;65;767.59;204.04;971.63
855;2014-07-03;102;184.49;49.04;233.53
856;2014-07-03;37;306.85;81.56;388.41
857;2014-07-03;11;417.73;111.04;528.77
858;2014-07-04;40;482.73;128.32;611.05
859;2014-07-04;46;505.68;134.41;640.09
860;2014-07-04;88;860.31;228.69;1089.00
861;2014-07-04;3;461.70;122.73;584.43
862;2014-07-04;42;645.24;171.51;816.75
863;2014-07-05;23;475.09;126.28;601.37
864;2014-07-05;106;96.55;25.66;122.21
865;2014-07-05;15;575.46;152.96;728.42
866;2014-07-05;92;469.35;124.76;594.11
867;2014-07-06;62;833.55;221.57;1055.12
868;2014-07-06;83;450.23;119.68;569.91
869;2014-07-06;101;645.24;171.51;816.75
870;2014-07-06;91;152.95;40.65;193.60
871;2014-07-07;93;507.59;134.92;642.51
872;2014-07-07;85;482.73;128.32;611.05
873;2014-07-07;13;841.20;223.60;1064.80
874;2014-07-07;10;305.89;81.31;387.20
875;2014-07-07;65;803.92;213.69;1017.61
876;2014-07-07;61;694.94;184.73;879.67
877;2014-07-08;30;368.98;98.08;467.06
878;2014-07-08;13;741.78;197.18;938.96
879;2014-07-08;84;629.94;167.45;797.39
880;2014-07-08;94;301.11;80.04;381.15
881;2014-07-08;49;581.19;154.49;735.68
882;2014-07-08;75;272.44;72.41;344.85
883;2014-07-08;27;510.46;135.68;646.14
884;2014-07-08;41;570.68;151.69;722.37
885;2014-07-08;42;375.67;99.86;475.53
886;2014-07-09;84;245.67;65.30;310.97
887;2014-07-09;54;398.62;105.95;504.57
888;2014-07-09;106;703.55;187.01;890.56
889;2014-07-09;80;227.51;60.47;287.98
890;2014-07-09;64;477.95;127.05;605.00
891;2014-07-09;2;109.93;29.22;139.15
892;2014-07-09;12;113.76;30.23;143.99
893;2014-07-10;42;235.16;62.50;297.66
894;2014-07-10;88;596.49;158.55;755.04
895;2014-07-10;46;641.41;170.50;811.91
896;2014-07-10;88;742.74;197.43;940.17
897;2014-07-11;92;356.56;94.77;451.33
898;2014-07-11;22;802.96;213.44;1016.40
899;2014-07-11;81;133.83;35.57;169.40
900;2014-07-11;26;582.15;154.74;736.89
901;2014-07-11;59;707.37;188.03;895.40
902;2014-07-12;104;787.67;209.37;997.04
903;2014-07-12;21;140.52;37.35;177.87
904;2014-07-12;63;436.85;116.12;552.97
905;2014-07-12;26;622.30;165.41;787.71
906;2014-07-12;89;200.74;53.36;254.10
907;2014-07-13;36;825.90;219.54;1045.44
908;2014-07-13;9;270.52;71.91;342.43
909;2014-07-13;96;731.27;194.38;925.65
910;2014-07-13;20;492.29;130.86;623.15
911;2014-07-13;106;637.59;169.48;807.07
912;2014-07-13;13;776.20;206.32;982.52
913;2014-07-13;2;622.30;165.41;787.71
914;2014-07-14;88;788.62;209.63;998.25
915;2014-07-14;56;586.93;156.01;742.94
916;2014-07-14;1;339.35;90.20;429.55
917;2014-07-15;78;790.53;210.14;1000.67
918;2014-07-15;63;119.49;31.76;151.25
919;2014-07-15;97;116.62;31.00;147.62
920;2014-07-16;26;696.86;185.23;882.09
921;2014-07-16;93;440.67;117.14;557.81
922;2014-07-16;53;742.74;197.43;940.17
923;2014-07-16;50;470.31;125.01;595.32
924;2014-07-16;60;318.32;84.61;402.93
925;2014-07-16;27;207.44;55.13;262.57
926;2014-07-16;20;130.01;34.55;164.56
927;2014-07-17;8;785.75;208.87;994.62
928;2014-07-17;57;668.18;177.61;845.79
929;2014-07-17;53;760.90;202.26;963.16
930;2014-07-17;56;114.71;30.49;145.20
931;2014-07-17;49;764.72;203.28;968.00
932;2014-07-18;100;181.63;48.27;229.90
933;2014-07-18;94;466.48;124.00;590.48
934;2014-07-18;81;239.94;63.77;303.71
935;2014-07-18;11;274.35;72.92;347.27
936;2014-07-19;62;607.96;161.60;769.56
937;2014-07-19;65;663.40;176.34;839.74
938;2014-07-19;107;314.50;83.59;398.09
939;2014-07-19;46;504.72;134.16;638.88
940;2014-07-19;88;445.45;118.41;563.86
941;2014-07-19;28;649.06;172.53;821.59
942;2014-07-20;49;544.87;144.83;689.70
943;2014-07-20;21;628.99;167.19;796.18
944;2014-07-20;70;120.45;32.01;152.46
945;2014-07-20;1;531.49;141.27;672.76
946;2014-07-20;70;433.03;115.10;548.13
947;2014-07-20;29;492.29;130.86;623.15
948;2014-07-20;1;817.30;217.25;1034.55
949;2014-07-21;9;737.00;195.91;932.91
950;2014-07-21;92;268.61;71.40;340.01
951;2014-07-21;13;151.99;40.40;192.39
952;2014-07-21;81;317.36;84.36;401.72
953;2014-07-21;102;429.20;114.09;543.29
954;2014-07-21;21;261.92;69.62;331.54
955;2014-07-21;64;506.63;134.67;641.30
956;2014-07-21;18;116.62;31.00;147.62
957;2014-07-22;63;523.84;139.24;663.08
958;2014-07-22;82;233.24;62.00;295.24
959;2014-07-22;90;649.06;172.53;821.59
960;2014-07-22;81;619.43;164.65;784.08
961;2014-07-22;52;282.00;74.95;356.95
962;2014-07-22;105;216.04;57.42;273.46
963;2014-07-23;14;201.70;53.61;255.31
964;2014-07-23;67;764.72;203.28;968.00
965;2014-07-23;9;666.27;177.10;843.37
966;2014-07-23;89;510.46;135.68;646.14
967;2014-07-23;74;628.03;166.94;794.97
968;2014-07-23;51;434.94;115.61;550.55
969;2014-07-23;20;677.74;180.15;857.89
970;2014-07-24;1;764.72;203.28;968.00
971;2014-07-24;34;221.77;58.95;280.72
972;2014-07-24;29;347.00;92.23;439.23
973;2014-07-24;42;551.56;146.61;698.17
974;2014-07-24;47;831.64;221.06;1052.70
975;2014-07-24;36;756.12;200.99;957.11
976;2014-07-24;1;515.24;136.95;652.19
977;2014-07-24;80;318.32;84.61;402.93
978;2014-07-25;44;454.06;120.69;574.75
979;2014-07-25;104;636.63;169.23;805.86
980;2014-07-25;66;509.50;135.43;644.93
981;2014-07-25;30;794.36;211.15;1005.51
982;2014-07-25;15;367.07;97.57;464.64
983;2014-07-25;56;602.22;160.08;762.30
984;2014-07-25;19;542.00;144.07;686.07
985;2014-07-25;26;770.46;204.80;975.26
986;2014-07-25;47;232.29;61.74;294.03
987;2014-07-25;101;330.75;87.91;418.66
988;2014-07-26;88;452.15;120.18;572.33
989;2014-07-26;102;624.21;165.92;790.13
990;2014-07-26;32;496.12;131.87;627.99
991;2014-07-27;9;271.48;72.16;343.64
992;2014-07-27;64;103.24;27.44;130.68
993;2014-07-27;103;826.86;219.79;1046.65
994;2014-07-27;63;471.26;125.27;596.53
995;2014-07-27;10;724.58;192.60;917.18
996;2014-07-27;48;469.35;124.76;594.11
997;2014-07-28;101;699.72;186.00;885.72
998;2014-07-28;43;234.20;62.25;296.45
999;2014-07-28;74;646.19;171.77;817.96
1000;2014-07-29;87;726.49;193.11;919.60
1001;2014-07-29;92;114.71;30.49;145.20
1002;2014-07-29;64;670.09;178.12;848.21
1003;2014-07-30;66;216.99;57.68;274.67
1004;2014-07-30;39;520.97;138.48;659.45
1005;2014-07-30;80;533.40;141.78;675.18
1006;2014-07-30;102;300.16;79.78;379.94
1007;2014-07-30;72;659.58;175.32;834.90
1008;2014-07-31;103;704.50;187.27;891.77
1009;2014-07-31;17;499.94;132.89;632.83
1010;2014-07-31;97;616.56;163.89;780.45
1011;2014-07-31;55;383.32;101.89;485.21
1012;2014-08-01;11;445.45;118.41;563.86
1013;2014-08-01;14;416.78;110.78;527.56
1014;2014-08-01;107;567.81;150.93;718.74
1015;2014-08-01;6;830.68;220.81;1051.49
1016;2014-08-02;96;236.11;62.76;298.87
1017;2014-08-02;2;368.03;97.82;465.85
1018;2014-08-03;38;645.24;171.51;816.75
1019;2014-08-03;52;457.88;121.71;579.59
1020;2014-08-03;19;820.17;218.01;1038.18
1021;2014-08-03;14;178.76;47.51;226.27
1022;2014-08-04;85;449.28;119.42;568.70
1023;2014-08-04;60;368.98;98.08;467.06
1024;2014-08-04;40;660.53;175.58;836.11
1025;2014-08-04;41;201.70;53.61;255.31
1026;2014-08-05;38;661.49;175.83;837.32
1027;2014-08-05;76;846.93;225.13;1072.06
1028;2014-08-05;100;737.96;196.16;934.12
1029;2014-08-06;57;824.95;219.28;1044.23
1030;2014-08-06;86;512.37;136.19;648.56
1031;2014-08-06;25;347.95;92.49;440.44
1032;2014-08-06;25;524.79;139.50;664.29
1033;2014-08-06;50;700.68;186.25;886.93
1034;2014-08-07;34;496.12;131.87;627.99
1035;2014-08-07;4;585.97;155.76;741.73
1036;2014-08-08;99;481.78;128.06;609.84
1037;2014-08-08;89;631.85;167.96;799.81
1038;2014-08-08;40;703.55;187.01;890.56
1039;2014-08-08;107;302.07;80.29;382.36
1040;2014-08-08;99;195.96;52.09;248.05
1041;2014-08-09;98;636.63;169.23;805.86
1042;2014-08-09;32;484.65;128.82;613.47
1043;2014-08-09;101;276.26;73.43;349.69
1044;2014-08-09;24;710.24;188.79;899.03
1045;2014-08-09;31;345.08;91.73;436.81
1046;2014-08-09;81;521.93;138.73;660.66
1047;2014-08-09;46;105.15;27.95;133.10
1048;2014-08-10;6;682.52;181.42;863.94
1049;2014-08-10;66;141.48;37.60;179.08
1050;2014-08-10;19;802.01;213.18;1015.19
1051;2014-08-10;20;673.91;179.14;853.05
1052;2014-08-10;1;260.01;69.11;329.12
1053;2014-08-11;24;806.78;214.46;1021.24
1054;2014-08-12;98;145.30;38.62;183.92
1055;2014-08-12;4;669.13;177.87;847.00
1056;2014-08-13;77;473.18;125.77;598.95
1057;2014-08-13;54;535.31;142.29;677.60
1058;2014-08-13;103;135.74;36.08;171.82
1059;2014-08-14;20;158.68;42.18;200.86
1060;2014-08-14;9;719.80;191.33;911.13
1061;2014-08-14;32;393.84;104.68;498.52
1062;2014-08-14;50;679.65;180.66;860.31
1063;2014-08-14;102;216.99;57.68;274.67
1064;2014-08-15;77;334.57;88.93;423.50
1065;2014-08-15;34;324.06;86.13;410.19
1066;2014-08-15;3;802.01;213.18;1015.19
1067;2014-08-15;45;346.04;91.98;438.02
1068;2014-08-16;10;135.74;36.08;171.82
1069;2014-08-16;93;326.92;86.90;413.82
1070;2014-08-16;20;325.97;86.64;412.61
1071;2014-08-16;66;419.65;111.54;531.19
1072;2014-08-16;14;487.51;129.59;617.10
1073;2014-08-16;64;223.69;59.45;283.14
1074;2014-08-17;3;407.22;108.24;515.46
1075;2014-08-17;85;305.89;81.31;387.20
1076;2014-08-17;99;319.28;84.86;404.14
1077;2014-08-17;47;836.42;222.33;1058.75
1078;2014-08-17;40;522.88;138.99;661.87
1079;2014-08-18;92;274.35;72.92;347.27
1080;2014-08-18;62;682.52;181.42;863.94
1081;2014-08-18;91;236.11;62.76;298.87
1082;2014-08-18;24;141.48;37.60;179.08
1083;2014-08-19;21;663.40;176.34;839.74
1084;2014-08-19;88;224.64;59.71;284.35
1085;2014-08-19;49;130.96;34.81;165.77
1086;2014-08-20;21;213.17;56.66;269.83
1087;2014-08-20;40;827.81;220.05;1047.86
1088;2014-08-20;40;843.11;224.11;1067.22
1089;2014-08-20;30;834.51;221.82;1056.33
1090;2014-08-20;74;746.56;198.45;945.01
1091;2014-08-20;80;493.25;131.11;624.36
1092;2014-08-20;44;301.11;80.04;381.15
1093;2014-08-20;67;746.56;198.45;945.01
1094;2014-08-20;36;208.39;55.39;263.78
1095;2014-08-21;16;240.89;64.03;304.92
1096;2014-08-21;32;688.25;182.95;871.20
1097;2014-08-21;58;432.07;114.85;546.92
1098;2014-08-21;14;271.48;72.16;343.64
1099;2014-08-22;76;715.02;190.06;905.08
1100;2014-08-22;63;170.16;45.22;215.38
1101;2014-08-23;95;151.04;40.14;191.18
1102;2014-08-24;83;604.13;160.59;764.72
1103;2014-08-24;90;729.36;193.87;923.23
1104;2014-08-24;44;101.33;26.93;128.26
1105;2014-08-25;9;371.85;98.84;470.69
1106;2014-08-25;20;557.29;148.14;705.43
1107;2014-08-25;59;366.11;97.32;463.43
1108;2014-08-25;95;618.47;164.40;782.87
1109;2014-08-26;15;331.70;88.17;419.87
1110;2014-08-26;70;219.86;58.44;278.30
1111;2014-08-26;68;157.73;41.92;199.65
1112;2014-08-26;77;733.18;194.89;928.07
1113;2014-08-27;60;755.17;200.73;955.90
1114;2014-08-27;25;634.72;168.72;803.44
1115;2014-08-27;60;575.46;152.96;728.42
1116;2014-08-27;17;629.94;167.45;797.39
1117;2014-08-28;48;285.82;75.97;361.79
1118;2014-08-28;38;400.53;106.46;506.99
1119;2014-08-28;62;534.35;142.04;676.39
1120;2014-08-28;100;670.09;178.12;848.21
1121;2014-08-28;65;108.98;28.96;137.94
1122;2014-08-28;93;97.51;25.91;123.42
1123;2014-08-29;67;609.87;162.11;771.98
1124;2014-08-29;104;113.76;30.23;143.99
1125;2014-08-29;94;170.16;45.22;215.38
1126;2014-08-29;70;860.31;228.69;1089.00
1127;2014-08-30;65;668.18;177.61;845.79
1128;2014-08-30;26;100.37;26.68;127.05
1129;2014-08-30;13;115.67;30.74;146.41
1130;2014-08-31;68;561.12;149.15;710.27
1131;2014-08-31;30;348.91;92.74;441.65
1132;2014-08-31;17;623.25;165.67;788.92
1133;2014-08-31;68;216.04;57.42;273.46
1134;2014-08-31;11;598.40;159.06;757.46
1135;2014-09-01;5;594.57;158.05;752.62
1136;2014-09-01;42;114.71;30.49;145.20
1137;2014-09-01;97;823.99;219.03;1043.02
1138;2014-09-01;87;717.89;190.82;908.71
1139;2014-09-01;85;487.51;129.59;617.10
1140;2014-09-01;73;505.68;134.41;640.09
1141;2014-09-02;22;215.08;57.17;272.25
1142;2014-09-02;98;175.89;46.75;222.64
1143;2014-09-03;2;758.03;201.50;959.53
1144;2014-09-03;85;667.22;177.36;844.58
1145;2014-09-03;15;483.69;128.57;612.26
1146;2014-09-03;80;626.12;166.43;792.55
1147;2014-09-03;59;374.72;99.60;474.32
1148;2014-09-03;65;737.96;196.16;934.12
1149;2014-09-03;78;808.70;214.96;1023.66
1150;2014-09-04;97;750.39;199.46;949.85
1151;2014-09-04;71;336.48;89.44;425.92
1152;2014-09-04;16;167.29;44.46;211.75
1153;2014-09-04;73;819.21;217.76;1036.97
1154;2014-09-05;39;191.18;50.82;242.00
1155;2014-09-05;106;183.54;48.78;232.32
1156;2014-09-05;33;198.83;52.85;251.68
1157;2014-09-05;60;130.01;34.55;164.56
1158;2014-09-06;29;675.83;179.64;855.47
1159;2014-09-06;29;146.26;38.87;185.13
1160;2014-09-06;51;548.69;145.85;694.54
1161;2014-09-06;45;355.60;94.52;450.12
1162;2014-09-06;39;645.24;171.51;816.75
1163;2014-09-07;35;372.81;99.09;471.90
1164;2014-09-08;30;210.30;55.90;266.20
1165;2014-09-08;101;610.83;162.36;773.19
1166;2014-09-08;16;671.05;178.37;849.42
1167;2014-09-08;89;740.83;196.92;937.75
1168;2014-09-08;5;676.78;179.90;856.68
1169;2014-09-09;10;804.87;213.95;1018.82
1170;2014-09-09;88;412.00;109.51;521.51
1171;2014-09-09;106;424.42;112.82;537.24
1172;2014-09-09;84;846.93;225.13;1072.06
1173;2014-09-09;31;487.51;129.59;617.10
1174;2014-09-09;62;528.62;140.51;669.13
1175;2014-09-09;36;814.43;216.49;1030.92
1176;2014-09-10;63;834.51;221.82;1056.33
1177;2014-09-10;78;585.97;155.76;741.73
1178;2014-09-10;4;128.10;34.04;162.14
1179;2014-09-10;4;734.14;195.14;929.28
1180;2014-09-11;11;757.08;201.24;958.32
1181;2014-09-11;2;645.24;171.51;816.75
1182;2014-09-11;89;750.39;199.46;949.85
1183;2014-09-11;4;487.51;129.59;617.10
1184;2014-09-12;98;220.82;58.69;279.51
1185;2014-09-12;102;95.59;25.41;121.00
1186;2014-09-12;48;694.94;184.73;879.67
1187;2014-09-12;97;118.54;31.50;150.04
1188;2014-09-12;106;664.36;176.59;840.95
1189;2014-09-12;33;656.71;174.56;831.27
1190;2014-09-13;16;823.03;218.78;1041.81
1191;2014-09-13;101;417.73;111.04;528.77
1192;2014-09-14;65;195.96;52.09;248.05
1193;2014-09-14;31;452.15;120.18;572.33
1194;2014-09-14;10;701.64;186.50;888.14
1195;2014-09-14;16;257.14;68.35;325.49
1196;2014-09-14;75;772.37;205.31;977.68
1197;2014-09-14;39;408.17;108.50;516.67
1198;2014-09-15;101;812.52;215.98;1028.50
